Pair,Session,Interlocutor,Joint decision,Transcription,trial_group
7,1,A,48,tre,6
7,1,B,48,tre,6
7,1,A,49,fire,7
7,1,B,49,okay den havde tykke arme og ben ,7
7,1,A,49,den har prikker og uhyggelige øjne ,7
7,1,B,49,og den har prikker og uhyggelige øjne det er negativt og arme og ben er positive så det må være en fireer ,7
7,1,B,50,den har også to positive og to negative ,7
7,1,A,50,øhh men armene og øjnene har vi snakket om vægter mere fire ,7
7,1,B,51,okay hvis de vægter mere så burde vi også gå med toeren ,7
7,1,A,51,fire tre tre tre ,7
7,1,B,51,nej det er en treer ,7
7,1,A,52,to vil jeg sige alt er positivt ,7
7,1,B,52,alt er positivt ja det må være en toer,7
7,1,B,53,det må være en den har én god ting ,7
7,1,A,53,men benene vægter ikke særlig højt ,7
7,1,B,53,så vil jeg sige fire ,7
7,1,A,53,jeg vil sige tre ,7
7,1,B,53,tre ,7
7,1,A,53,hvis det havde været armene og øjnene så havde jeg sagt fire ,7
7,1,B,53,ja hvis der havde været en tinge mere med ,7
7,1,A,53,ja og hvis prikkerne ikke havde været der så havde jeg sagt ,7
7,1,B,53,jeg er lidt i tvivl om det okay så husker vi lige at hvis den kun har en god ting hvad det så bliver hvert fald lige i den her sammenhæng ,7
7,1,A,53,ja ,7
7,1,B,53,skal vi sige tre ,7
7,1,A,53,årh jeg ved det ikke jeg er virkelig i tvivl ,7
7,1,B,53,det gør vi ,7
7,1,B,54,okay så er det når den kun har en positiv ting indtil videre i hvert fald ligesom der ,7
7,1,A,54,det er den samme ,7
7,1,A,55,to ,7
7,1,B,55,ja ,7
7,1,B,56,to,7
7,1,A,56,århh ,7
7,1,B,56,årrhh det er kun øjnene ,7
7,1,A,56,ja men øjnene har alligevel også vægtet højt ,7
7,1,B,56,ja men der har været så skulle den have haft prikker også hvis de skulle have stået lige tænker jeg hvis den har to gode ting og en dårlig eller den har faktisk tre gode ting ,7
7,1,A,56,vi kan prøve og prøve den af farve det har jeg ikke rigtig nogen difinition på ,7
7,1,B,56,nej jeg tror heller ikke jeg har i hvert fald ikke luret noget men den der vil jeg sige er en klar toer ,7
7,1,A,56,okay lad os tage to ,7
7,1,A,57,to ,8
7,1,A,58,så må det være en toer for det er den samme ,8
7,1,B,58,den vil jeg også sige er en toer ja ,8
7,1,A,58,ja så lad os prøve ,8
7,1,B,59,og det er i hvert fald den er negativ ,8
7,1,A,59,ja men det kunne også godt være en friendly pga øjnene de tæller alligevel højt ,8
7,1,B,59,jamen den har prikker det tæller ned og armene tæller ned benene tæller ned det er tre mod en god ,8
7,1,A,59,men det var der hvor vi snakkede om før at det var en kill ikk at hvis der var en positiv ting så var den en kill ,8
7,1,B,59,jo det var det ,8
7,1,A,59,lad os prøve at se om det er det samme med øjnene ,8
7,1,A,60,øhh tre eller fire ,8
7,1,B,60,ja hvad har den en to tre dårlige ,8
7,1,A,60,vi ved bare ikke med farven farven kan godt ligge sådan det skal vi lige huske,8
7,1,B,60,ja men det er kun armene der er gode der ,8
7,1,A,60,tre ,8
7,1,B,60,jeg tror mest jeg er til fire nu men vi kan godt prøve tre ,8
7,1,A,60,nej prøv fire så ,8
7,1,B,61,det er en treer er det ikke det ,8
7,1,A,61,jo der er ingen positive enheder ,8
7,1,B,62,den mangler prikkerne men jeg vil stadig sige at det er en treer måske fireer ,8
7,1,A,62,det kunne godt være en ener det kunne ikke være en ener treeren ,8
7,1,B,62,nej fordi så er øjnene med tror jeg ,8
7,1,A,62,ja jeg tror også øjnene er med men jeg tror tre ,8
7,1,B,62,skal vi tage tre ,8
7,1,A,62,ja ,8
7,1,B,63,friendly okay så er det ikke øjnene der gør ,8
7,1,A,63,det har noget med prikker at gøre også ved friendly ,8
7,1,B,63,men den havde ikke prikker den der ,8
7,1,A,63,nej lige præcis ,8
7,1,B,63,ja okay så det er når de ikke har prikker ,8
7,1,A,63,det der det vil jeg sige fire ,8
7,1,B,63,jeg vil sige to næh en fireer ja fordi den har to af hver ,8
7,1,A,63,ja ,8
7,1,A,64,øjnene må betyde mere end vi lige regner med så aj der vil jeg faktisk sige en fireer ,8
7,1,B,64,altså der er jeg så nede ved en ener ,8
7,1,A,64,jamen det kan også godt være meen ja det ved jeg sgu ikke det tror jeg måske ikke ,8
7,1,B,64,det der er dårligt og det der er dårligt tænker jeg og jeg tænker også at det der er dårligt men øjnene de vægter bare ned til eneren og jeg synes også prikkerne gjorde det før gjorde de ikke det ,8
7,1,A,64,jo lad os prøve med eneren ,8
7,1,A,65,okay tre ,9
7,1,B,65,ja det kan jeg godt se ,9
7,1,B,66,okay ,9
7,1,A,66,en,9
7,1,B,66,ja det vil jeg også sige men den har ikke prikkerne godt nok men alligevel den har de øjne der jeg tror altså også jeg er mest til en ,9
7,1,A,66,jeg er mest til en ,9
7,1,B,67,okay den har to ,9
7,1,A,67,den har tre ,9
7,1,B,67,nej det er tre eller fire ,9
7,1,A,67,jeg tror ikke det er en treer den har alligevel tre gode enheder ,9
7,1,B,67,nårh ja to eller fire mener jeg ,9
7,1,A,67,jeg tror det er så meget tror jeg sgu ikke prikkerne aj det kan godt være det er svært prikker og farve måske har de en eller anden ting og når det er grønt prik så kan det godt være det betyder det ene eller det andet ,9
7,1,A,67,fire,9
7,1,B,67,altså den har øjnene og den har armene og benene og så har den prikker ,9
7,1,A,67,jeg tror jeg vil sige en fireer ,9
7,1,B,67,skal vi prøve ,9
7,1,A,67,jeg er ikke sikker ,9
7,1,B,68,nå men den har så kun det vil jeg sige er en fireer ,9
7,1,A,68,der er jeg faktisk på en treer men jeg kan sagtens gå med på en fireer ,9
7,1,B,68,nårh ja den har sgu da ikke den har tre dårlige der jeg siger også tre så ,9
7,1,A,68,tre,9
7,1,B,68,dårlig dårlig ,9
7,1,A,68,eller også er den en friendly ,9
7,1,B,68, dårlig jeg tror det er en friendly ,9
7,1,A,68,lad os tage eneren ,9
7,1,A,69,fire eller tre,9
7,1,B,69,neeej jeg er mest til fire i hvert fald ,9
7,1,A,69,så tag fireeren ,9
7,1,A,70,øhhmm fire tre fire ,9
7,1,B,70,dårlig dårlig god god ja der vil jeg også mest mene fire i hvert fald synes jeg ,9
7,1,A,70,lad os prøve ,9
7,1,B,70,men det kunne også godt være en ,9
7,1,A,70,jeg vil sige en fireer ,9
7,1,B,70,okay vi tager fire ,9
7,1,A,71,to nej fire ,9
7,1,B,71,en to ja det er jeg også mest til ,9
7,1,A,71,okay ,9
7,1,A,72,to det er essensen af hvad vi plejer at sige ,9
7,1,B,72,ja det er rigtigt ,9
7,1,A,73,to ,10
7,1,B,74,en vil jeg sige,10
7,1,A,74,eller tre du er god til jeg stoler på din ,10
7,1,B,75,er det ikke den vi havde før som vi snakkede om ,10
7,1,A,75,nej den var blå ,10
7,1,B,75,ja men ,10
7,1,A,75,den havde store øjne og blå prikker men hvad var det der var med den,10
7,1,B,75,jamen den var ,10
7,1,A,75,var den to ,10
7,1,B,75,ja ,10
7,1,A,75,så vil jeg sige at det her det er en toer også så lad os hit it ,10
7,1,B,75,er den ikke helt magen til eller hvad ,10
7,1,A,75,den er bare grøn i stedet for blå ,10
7,1,B,75,den har ja okay ,10
7,1,B,76,så grøn er måske mere giftig end blå ,10
7,1,A,76,ja det kan godt være grøn er mere giftig men den der vil jeg stadig sige er en toer ,10
7,1,B,76,ja det vil jeg også det er en klar toer ,10
7,1,B,77,ener ,10
7,1,A,77,ja det kan godt være ,10
7,1,B,77,nahh jeg ved ikke helt med benene ,10
7,1,A,77,jo fordi den har ikke prikker ,10
7,1,B,77,men det havde de tit ovre i eneren også ,10
7,1,A,77,ja en ,10
7,1,B,77,skal vi tage den ,10
7,1,A,77,ja lad os gøre det ,10
7,1,B,78,en tænker jeg ,10
7,1,A,78,ja ,10
7,1,A,79,fire,10
7,1,B,79,det er den samme som vi havde der før men den har bare ikke prikkerne og hvis den havde haft prikkerne så havde den været en toer det var den vi havde før også ,10
7,1,A,79,ja ,10
7,1,B,79,og nu har den ikke prikkerne ,10
7,1,A,79,fordi den havde store arme var blå med prikker ikk ,10
7,1,B,79,jo ,10
7,1,A,79,altså jeg tror det er en fireer ,10
7,1,B,79,når den ikke har jamen så er prikkerne jo en god ting kan man sige ,10
7,1,A,79,neej okay så er det nok en toer nej ,10
7,1,B,79,altså den der var helt magen til den her bare med prikker det var en toer og hvis vi så siger at når den ikke har prikker er det en fireer så siger vi jo egentlig at ,10
7,1,A,79, at prikker er gode og det har vi ikke gået med ,10
7,1,B,79,ja i hvert fald i den her sammenhæng ,10
7,1,A,79,øhm eller også er det en friendly men den ,10
7,1,B,79,nej det tror jeg ikke det er altid når de har tynde arme at de er friendly ,10
7,1,A,79,ja altså hvad tænker du fire så eller ,10
7,1,B,79,jamen jeg er lidt lost på den her ,10
7,1,A,79,lad os prøve med fire ,10
7,1,B,79,okay ,10
7,1,B,80,altså der er jeg på en ener igen det er bare hver gang jeg ser de små øjne der ,10
7,1,A,80,ja men det er du også virkelig god til jeg har bare lyst til at dræbe dem ,10
7,1,B,80,eller hvad hedder det de små arme der det tror jeg altså ,10
7,1,A,81,det er den samme som før ,11
7,1,B,81,den er jo magen til den vi havde som var en toer ,11
7,1,A,81,som var ,11
7,1,B,81,neej jeg kan ikke huske det havde den ikke tynde ben ,11
7,1,A,81, der havde tynde ben ,11
7,1,B,81,ja ,11
7,1,A,81,men ift vores teori så er tykke ben et positivt tegn jeg vil ,11
7,1,B,81,sige det er en toer ,11
7,1,A,81,det ville jeg prøve ,11
7,1,A,82,to er min umiddelbare reaktion,11
7,1,B,82,ja helt klart ,11
7,1,A,83,så det er en ener eller hvad ,11
7,1,B,83,ja det vil jeg sige ,11
7,1,A,83,men så lad os prøve ,11
7,1,A,84,øhm fire vil jeg tro ,11
7,1,B,84,det var den vi havde før var det ikke ,11
7,1,A,84,men den var faktisk en toer ,11
7,1,B,84, ja ,11
7,1,A,84,fordi der var to positive enheder ,11
7,1,B,84,ja jeg tror også det er en toer den der ,11
7,1,A,84,lad os prøve ,11
7,1,B,85,en ,11
7,1,A,85,lad os gøre det ,11
7,1,B,86,det er de arme der ,11
7,1,A,86,jå jeg tror du har ret for der har virkelig været mange forskellige nu ener igen så ,11
7,1,B,86,men har vi overhovedet tænkt at hvis den har altså for eksempel armene hører til eneren hvis den har store ben indholdet så hører den til én gruppe for hver gang den har de små arme så hører den jo til gruppe en ,11
7,1,A,86,jeg tror at de andre er mere i kombinationer ,11
7,1,B,86,jamen det kan godt være ,11
7,1,A,86,fordi når vi tænker over hvordan vi har gjort det ift toeren der er det jo ikke altid den har haft store ben der har vi nogle gange sagt at når den er ensfarvet og store øjne ,11
7,1,B,86,jamen har den så altid haft de samme øjne nej det har den heller ikke ,11
7,1,A,86,nej ,11
7,1,B,86,nej men det kan sgu godt være ,11
7,1,A,86,jeg tror bare ,11
7,1,B,86,nå men det der er en ener i hvert fald ,11
7,1,A,86,ja ,11
7,1,B,87,en,11
7,1,B,88,ja men det er en00 ,11
7,1,A,89,det er den samme som den der bare i grøn ,12
7,1,B,89,er den det ,12
7,1,A,89,ja nej den havde også uhyggelige øjne men den der ville jeg rent faktisk sige en fireer til ,12
7,1,B,89,fordi den har to af hver ,12
7,1,A,89,mmhh og så med farven der ved man aldrig rigtig helt ,12
7,1,B,89,vi kan godt prøve fire ,12
7,1,B,90,altså der vil jeg også sige fire ,12
7,1,A,90,ja eller tre ,12
7,1,B,90,tre ,12
7,1,A,90,fire,12
7,1,B,91,to ,12
7,1,A,91,ja men der er det en toer så ,12
7,1,B,91,ja det må det være ,12
7,1,A,92,eneren ,12
7,1,B,93,okay nu er den bare helt standard ,12
7,1,A,93,ja men er det en eller to er det så en ener ,12
7,1,B,93,nej det er en ener det tror jeg jeg holder på en ,12
7,1,A,93,gør det ,12
7,2,B,1,normalt der vil jeg sige en der jo skal vi prøve at se om det stadig er en ,1
7,2,A,1,ja lad os prøve det kan være nogen af tingene fortsætter ,1
7,2,A,2,nej det kan være at øhh ,1
7,2,B,2,nu så jeg så ikke lige hvad det var ,1
7,2,A,2, at skræmmebilledet det var en toer det kan være at skræmmebilledet har vendt sig om alle de røde indikatorer har været positive faktisk ,1
7,2,B,2,hvad så med sådan en der fordi det vil jeg jo sige er en toer eller en fireer nej det vil jeg sige er en fireer ,1
7,2,A,2,ja men så kan det være det stadigvæk er en fireer ,1
7,2,B,2,hvor den bare er byttet rundt der ,1
7,2,A,2,ja ,1
7,2,A,3,vi skal bare vende vores tankegang om så det der vil være en toer fordi der er prikker og arme og ,1
7,2,B,3,nej så vil jeg sige at den skal killes fordi friendly og kill det må være modsætninger af hinanden ,1
7,2,A,3,nååårrhh men jo men så går den måske meget på armene så skal vi måske vende det om i stedet for så det hedder at tykke arme skal være friendly og så kan tynde arme stadig godt være en indikator for værdi indeni som vi gjorde før ,1
7,2,B,3,ja det er selvfølgelig rigtigt okay men så har den ,1
7,2,A,3,så har den en to tre plus ,1
7,2,B,3,tre gode ting og en nej ,1
7,2,A,3,og en dårlig ,1
7,2,B,3,en dårlig ja ,1
7,2,A,3,ja men tre gode ting så det der ville være en toer hvis altså den omvendte teori skal ,1
7,2,B,3,ja skal vi prøve det ,1
7,2,B,4,det er sgu rigtigt ,1
7,2,A,4,så det aj jeg har lyst til bare at sige en toer ,1
7,2,B,4,den har jo alt negativt på nær armene ,1
7,2,A,4,så det er en treer ,1
7,2,B,4,det vil jeg sige ,1
7,2,A,4,hit it ,1
7,2,B,5,friendly ,1
7,2,A,5,tykke ben kan være friendly ,1
7,2,B,5,ja okay ,1
7,2,A,5,men hvis vi tager den anden så skal det der være friendly ,1
7,2,B,5,okay men den der ,1
7,2,A,5,den har to gode ting ,1
7,2,B,5,og to dårlige ,1
7,2,A,5,ja og så farven det er vel bare stadigvæk neutralt ,1
7,2,B,5,så må det være en fireer eller hvad skal vi sige det ,1
7,2,A,5,prøv ,1
7,2,B,6,okay men så går vi efter benene skal vi ikke prøve det ,1
7,2,A,6,altså ift friendly eller ej så tykke ben det er friendly ,1
7,2,B,6,ja det tror jeg ,1
7,2,A,6,så det der det er en fireer nej toer der er tre gode enheder ,1
7,2,B,6,prikker ,1
7,2,B,7,det burde så være en ,1
7,2,A,7,en fireer ,1
7,2,B,7,det er så der jeg siger en fordi den har store ben ,1
7,2,A,7,så hit it lad os prøve ,1
7,2,A,8,øhhmm fire men det kan også være at store arme ,1
7,2,B,8,men det tror jeg har vi ikke prøvet det det kan være det er nej det er heller ikke prikkerne ,1
7,2,A,8,jeg vil jo umiddelbart sige fire fordi det er en ,1
7,2,B,8,jeg vil sige to fordi den har kun én dårlig ting ,1
7,2,A,8,okay prøv toeren ,1
7,2,A,9,okay så det kan være at hvad vi før tilgav øjnene af værdo nu er armene for før sagde vi at øjnene ligesom spended lidt højere ,2
7,2,B,9,ja ,2
7,2,A,9,det kan være at så kan det være ,2
7,2,B,9,men så må den der være god jo nej den har ,2
7,2,A,9,den har lige meget af begge dele ,2
7,2,B,9,ja den har ,2
7,2,A,9,fire ,2
7,2,A,10,små øjne små øjne må det være små øjne må være friendly med mindre at ,2
7,2,B,10,jamen har vi ikke haft den før ,2
7,2,A,10,jeg ved det ikke ,2
7,2,B,10,okay så den der den skulle være friendly ,2
7,2,A,10,ja ,2
7,2,B,10,skal vi prøve ,2
7,2,A,10,ja ,2
7,2,B,10,okay den er bare helt ond den der ,2
7,2,A,10,nej for den har prikker ,2
7,2,B,10,nårh ja det er rigtigt ,2
7,2,A,10,prøv eneren jeg tror det kunne være en mulighed ,2
7,2,A,11,er det prikkerne måske ,2
7,2,B,11,havde den ikke prikker den der ,2
7,2,A,11,jo ,2
7,2,B,11,så den er den skulle så være en ener ,2
7,2,A,11,ja ,2
7,2,B,11,det kan sgu godt være skal vi prøve det ,2
7,2,A,11,ja ,2
7,2,B,11,hvad har den ,2
7,2,A,11,store øjne store ben tynde arme ,2
7,2,B,11,ja umiddelbart vil jeg sige det er ern toer men vi kan godt lige prøve eneren og se om det er ,2
7,2,A,11,jeg tror ikke det er en toer fordi den eneste positive ting den har det er tynde arme ,2
7,2,B,11,nårh ja det er rigtigt jeg vender den rundt ,2
7,2,B,11,okay men så vil jeg sige det var en treer men vi prøver lige med eneren og ser om det er prikkerne ,2
7,2,A,11,lad os prøve en treer altså vi får jo stadig et svar ud af det ,2
7,2,B,11,ja det er selvfølgelig rigtigt hvad skal vi tage ,2
7,2,A,11,tre,2
7,2,B,12,okay så der er noget med prikkerne det må der være så det er ikke en ener ,2
7,2,A,12,nej det der det er en det er en fireer ,2
7,2,B,12,men den har en to gode ting og så er der to negative ja ,2
7,2,A,13,hvad var det nu vi sagde med prikkerne ,2
7,2,B,13,når den har prikker så er det friendly ,2
7,2,A,13,okay så det der det er en fireer ,2
7,2,B,13,den har en to ja ,2
7,2,B,14,den har den er jo bare ren ond den der ,2
7,2,A,14,tre ,2
7,2,B,14,ja er det ikke det ,2
7,2,A,14,jo ,2
7,2,A,15,fire skulle det så være men det kunne også sagtens være en friendly det der ,2
7,2,B,15,ja ,2
7,2,A,15,jeg tror i hvert fald ikke at den skal dræbes det kan også være at når det er på lige fod når der er prikker tynde arme og tykke ben og store øjne at så er det en altså sådan så skal der ,2
7,2,B,15,ja men er det ikke der vi altid kategorerer den som fire så ,2
7,2,A,15,jo men så kan det være at der i den her omgang skal være en ekstra enhed der spiller over eller farven spiller ind eller et eller andet ,2
7,2,B,15,ja det kan godt være skal vi prøve en eller hvad ,2
7,2,A,15,ja prøv en ,2
7,2,B,16,den har små øjne og prikker så vil jeg sige at det er en friendly ,2
7,2,A,16,jeg vil sige det er en toer ,2
7,2,B,16,det en toer fordi ,2
7,2,A,16,der er tre gode gode der er tre positive og ,2
7,2,A,17,jeg vil også sige en toer ,3
7,2,B,17,tre gode og en dårlig ja ,3
7,2,A,18,fire to ,3
7,2,B,18,to ikk ,3
7,2,A,18,to,3
7,2,B,19,okay den har en to tre gode nej dårlige og en god ,3
7,2,A,19,ja tre ,3
7,2,A,20,okay to eller mere gode ting altså indikatorer for at der er jelly så er det der ,3
7,2,B,20,okay men så har den en to gode ting og to dårlige ,3
7,2,A,20,så vil jeg tage en fireer ,3
7,2,B,21,den har tre dårlige og en god ,3
7,2,A,21,så er det en treer ,3
7,2,B,21,ja ,3
7,2,A,22,tre ,3
7,2,B,22,og igen ,3
7,2,A,23,toeren ,3
7,2,B,23,tre gode og en dårlig ja har den ikke jo ,3
7,2,B,24,tre dårlige og én god ,3
7,2,A,24,tre ,3
7,2,A,25,fire,4
7,2,B,25,ja ,4
7,2,A,26,det er ligemeget ,4
7,2,B,26,men det er så der jeg kommer i tvivl om det er en ener eller ,4
7,2,A,26, fordi den er blå ,4
7,2,B,26,jeg tror at fireeren og eneren er ens altså det er jo når de står lige tror jeg altså når det er to to men så er der et eller andet ,4
7,2,A,26,der er et eller andet der trækker den ja ,4
7,2,B,26,som gør at det er en ener eller en fireer og det kan jeg ikke lige helt finde ud af hvor ,4
